,x,y,num,connection
10,0,10,26,"[(17, 10), (28, 32), (10, 14), (1, 13), (26, 16), (32, 30), (21, 16), (6, 22), (29, 8), (16, 18), (15, 5), (16, 7), (4, 9), (11, 22), (18, 23), (14, 29), (13, 10), (12, 5), (5, 2), (15, 30), (20, 18), (14, 14), (13, 18), (19, 34), (47, 0), (20, 17)]"
11,0,11,35,"[(0, 17), (27, 5), (16, 26), (0, 25), (6, 7), (18, 36), (46, 6), (11, 30), (17, 40), (1, 14), (24, 28), (6, 5), (6, 24), (18, 19), (11, 15), (0, 15), (14, 13), (1, 3), (17, 15), (10, 20), (13, 7), (12, 8), (2, 26), (7, 25), (11, 10), (13, 2), (1, 22), (20, 10), (23, 21), (4, 24), (10, 16), (19, 14), (10, 18), (14, 3), (5, 39)]"
12,0,12,19,"[(14, 12), (11, 6), (21, 49), (15, 35), (3, 31), (18, 8), (4, 6), (15, 14), (9, 21), (7, 5), (17, 17), (9, 1), (13, 13), (8, 30), (17, 4), (20, 15), (16, 9), (3, 18), (2, 7)]"
13,0,13,26,"[(3, 16), (0, 16), (0, 18), (31, 34), (2, 3), (8, 24), (8, 12), (7, 5), (22, 8), (7, 8), (18, 24), (19, 16), (22, 28), (20, 22), (11, 12), (6, 29), (6, 52), (12, 7), (3, 30), (1, 9), (1, 16), (2, 27), (14, 20), (17, 8), (5, 11), (14, 6)]"
14,0,14,19,"[(0, 2), (10, 15), (3, 10), (21, 33), (11, 20), (2, 3), (29, 9), (23, 25), (6, 14), (11, 4), (14, 11), (24, 48), (19, 17), (3, 17), (10, 0), (3, 5), (7, 22), (14, 13), (10, 1)]"
15,0,15,20,"[(0, 3), (0, 11), (7, 14), (1, 8), (3, 30), (12, 4), (10, 5), (4, 13), (18, 19), (0, 33), (18, 20), (12, 6), (9, 8), (1, 32), (7, 7), (9, 7), (2, 46), (15, 8), (5, 2), (23, 27)]"
16,0,16,18,"[(0, 13), (17, 7), (5, 33), (9, 4), (18, 23), (20, 19), (8, 40), (18, 18), (18, 26), (3, 15), (18, 32), (3, 7), (18, 4), (1, 10), (14, 17), (20, 10), (10, 38), (19, 13)]"
17,0,17,25,"[(0, 11), (18, 33), (1, 34), (10, 41), (12, 27), (7, 24), (0, 27), (16, 5), (38, 38), (12, 20), (12, 23), (34, 2), (21, 16), (25, 11), (15, 37), (23, 13), (12, 28), (13, 21), (0, 23), (2, 28), (22, 13), (8, 10), (6, 10), (2, 55), (10, 28)]"
18,0,18,52,"[(0, 13), (18, 27), (11, 24), (5, 28), (14, 15), (2, 6), (19, 24), (20, 8), (18, 11), (10, 18), (15, 10), (39, 22), (3, 29), (20, 33), (9, 11), (2, 0), (13, 11), (14, 12), (12, 9), (16, 1), (14, 48), (4, 36), (3, 8), (14, 47), (13, 19), (26, 29), (1, 35), (0, 42), (1, 12), (18, 36), (7, 30), (1, 37), (20, 16), (11, 30), (13, 4), (0, 27), (23, 46), (13, 20), (0, 64), (10, 30), (19, 38), (18, 22), (18, 24), (19, 1), (0, 21), (9, 12), (22, 29), (14, 27), (11, 19), (23, 37), (4, 11), (4, 17)]"
19,0,19,24,"[(22, 20), (9, 18), (6, 33), (22, 3), (26, 42), (11, 45), (23, 35), (12, 9), (16, 24), (4, 48), (7, 41), (5, 30), (16, 38), (32, 7), (15, 20), (25, 12), (1, 47), (8, 29), (15, 22), (6, 9), (15, 31), (4, 29), (2, 25), (16, 22)]"
20,0,20,18,"[(16, 31), (11, 41), (1, 26), (15, 16), (16, 20), (36, 31), (14, 42), (28, 21), (30, 20), (5, 45), (6, 30), (8, 38), (24, 24), (24, 36), (18, 26), (19, 44), (6, 7), (7, 25)]"
21,0,21,50,"[(0, 18), (13, 27), (2, 20), (2, 29), (10, 34), (3, 7), (16, 48), (7, 24), (41, 43), (9, 20), (6, 29), (0, 39), (17, 13), (4, 23), (28, 16), (20, 41), (4, 12), (15, 13), (4, 10), (13, 19), (4, 16), (35, 17), (1, 49), (25, 10), (13, 35), (1, 11), (3, 35), (19, 49), (11, 53), (3, 20), (13, 32), (29, 30), (3, 31), (0, 22), (6, 11), (14, 23), (21, 37), (27, 30), (0, 27), (8, 41), (2, 46), (18, 27), (0, 30), (17, 25), (6, 16), (12, 17), (2, 11), (16, 7), (3, 53), (47, 40)]"
22,0,22,20,"[(0, 21), (24, 25), (10, 29), (1, 14), (11, 10), (8, 43), (16, 21), (31, 24), (7, 31), (1, 37), (5, 43), (22, 14), (12, 15), (2, 17), (4, 25), (15, 35), (2, 38), (14, 23), (1, 27), (7, 19)]"
23,0,23,21,"[(0, 17), (12, 37), (8, 26), (3, 11), (18, 30), (14, 24), (17, 27), (6, 35), (20, 11), (14, 41), (16, 33), (9, 36), (14, 17), (4, 33), (11, 47), (4, 10), (13, 7), (12, 23), (5, 18), (17, 8), (16, 40)]"
24,0,24,38,"[(17, 30), (3, 42), (13, 32), (8, 46), (11, 25), (7, 21), (13, 34), (13, 31), (12, 27), (29, 23), (16, 24), (5, 20), (20, 16), (3, 5), (24, 19), (4, 24), (5, 29), (26, 20), (33, 14), (1, 27), (19, 15), (1, 22), (8, 37), (0, 62), (3, 7), (0, 35), (5, 19), (2, 31), (19, 35), (6, 35), (8, 10), (24, 25), (17, 12), (22, 24), (3, 36), (14, 42), (13, 16), (26, 51)]"
25,0,25,20,"[(0, 11), (1, 13), (5, 46), (21, 22), (7, 29), (3, 10), (8, 39), (18, 28), (7, 5), (37, 37), (13, 38), (12, 26), (26, 57), (13, 27), (8, 43), (4, 20), (21, 13), (19, 19), (22, 38), (12, 3)]"
26,0,26,18,"[(3, 19), (7, 22), (20, 38), (7, 17), (9, 45), (6, 23), (11, 23), (21, 31), (24, 29), (16, 32), (22, 47), (2, 27), (12, 32), (2, 14), (41, 35), (7, 23), (2, 13), (21, 38)]"
27,0,27,24,"[(0, 17), (0, 18), (0, 21), (3, 19), (27, 32), (17, 33), (16, 20), (15, 42), (28, 7), (1, 37), (4, 21), (3, 20), (22, 20), (10, 33), (27, 37), (24, 25), (15, 26), (8, 40), (5, 10), (5, 2), (10, 38), (2, 44), (10, 20), (8, 47)]"
28,0,28,36,"[(0, 6), (21, 23), (16, 16), (10, 41), (4, 27), (8, 24), (22, 40), (6, 47), (12, 33), (18, 34), (7, 9), (14, 39), (1, 23), (12, 43), (35, 20), (22, 27), (5, 43), (31, 40), (13, 39), (15, 23), (7, 26), (21, 50), (20, 33), (13, 17), (31, 32), (26, 39), (11, 12), (9, 5), (5, 16), (22, 23), (14, 58), (1, 31), (31, 23), (5, 15), (24, 29), (6, 53)]"
29,0,29,19,"[(19, 48), (19, 35), (17, 31), (1, 44), (11, 33), (8, 27), (0, 36), (17, 39), (15, 41), (9, 23), (2, 3), (10, 34), (18, 16), (40, 37), (25, 20), (18, 25), (10, 36), (4, 21), (15, 31)]"
30,0,30,30,"[(0, 21), (10, 33), (22, 41), (4, 11), (1, 45), (31, 16), (26, 23), (21, 20), (14, 20), (14, 48), (22, 59), (7, 11), (8, 20), (2, 14), (11, 44), (3, 42), (5, 24), (21, 11), (13, 37), (2, 48), (7, 47), (9, 22), (16, 15), (13, 33), (12, 54), (20, 28), (22, 17), (1, 10), (25, 41), (18, 22)]"
31,0,31,18,"[(16, 54), (1, 27), (2, 45), (23, 35), (4, 29), (6, 10), (27, 53), (8, 18), (11, 39), (12, 32), (7, 22), (13, 52), (15, 33), (32, 25), (7, 40), (6, 27), (27, 43), (30, 36)]"
32,0,32,20,"[(14, 39), (1, 32), (4, 51), (23, 25), (10, 23), (18, 6), (11, 47), (6, 22), (7, 62), (9, 55), (3, 32), (5, 29), (20, 35), (33, 42), (7, 27), (32, 5), (14, 30), (12, 8), (52, 41), (12, 10)]"
33,0,33,20,"[(0, 15), (6, 58), (1, 25), (0, 35), (7, 24), (1, 41), (7, 1), (16, 18), (24, 12), (10, 47), (9, 33), (4, 24), (16, 31), (4, 38), (42, 15), (15, 49), (20, 28), (1, 63), (3, 41), (5, 18)]"
34,0,34,18,"[(18, 39), (12, 37), (8, 32), (4, 24), (19, 43), (7, 17), (10, 22), (16, 64), (6, 43), (25, 35), (26, 53), (4, 53), (31, 26), (11, 35), (13, 25), (0, 47), (8, 27), (10, 31)]"
35,0,35,22,"[(0, 24), (0, 33), (20, 57), (18, 37), (3, 25), (22, 28), (27, 55), (11, 33), (27, 36), (10, 22), (4, 26), (20, 55), (36, 34), (8, 35), (26, 13), (14, 18), (27, 31), (22, 31), (15, 19), (13, 24), (13, 53), (9, 38)]"
36,0,36,24,"[(0, 29), (7, 54), (31, 41), (11, 1), (1, 13), (9, 47), (7, 20), (10, 78), (3, 25), (2, 42), (1, 37), (2, 30), (9, 36), (4, 29), (8, 23), (1, 50), (3, 13), (12, 56), (65, 48), (3, 49), (6, 35), (1, 12), (13, 31), (16, 37)]"
37,0,37,19,"[(1, 58), (18, 37), (5, 70), (4, 44), (1, 47), (3, 42), (13, 20), (7, 15), (1, 30), (11, 57), (3, 47), (10, 47), (8, 31), (10, 49), (3, 37), (10, 43), (15, 34), (13, 37), (3, 40)]"
38,0,38,41,"[(20, 58), (7, 25), (19, 48), (3, 58), (9, 31), (5, 67), (32, 78), (21, 39), (21, 35), (3, 41), (1, 53), (28, 46), (16, 42), (12, 76), (11, 37), (15, 57), (16, 25), (14, 17), (10, 46), (18, 26), (13, 25), (24, 28), (4, 35), (22, 40), (11, 45), (13, 35), (3, 17), (10, 36), (7, 58), (5, 14), (0, 41), (19, 31), (14, 27), (4, 14), (8, 51), (51, 39), (10, 40), (15, 31), (5, 46), (9, 54), (36, 31)]"
39,0,39,31,"[(0, 21), (14, 22), (11, 49), (3, 64), (29, 34), (10, 33), (6, 27), (13, 35), (6, 45), (0, 48), (10, 74), (3, 36), (6, 18), (4, 44), (5, 31), (27, 17), (10, 28), (3, 41), (9, 32), (13, 42), (5, 37), (5, 25), (10, 56), (1, 33), (2, 54), (5, 30), (21, 28), (7, 15), (3, 27), (3, 44), (22, 49)]"
40,0,40,22,"[(21, 49), (30, 51), (5, 8), (9, 40), (8, 40), (7, 22), (9, 43), (6, 58), (10, 47), (14, 47), (7, 36), (12, 41), (55, 59), (6, 43), (13, 58), (11, 5), (3, 43), (24, 33), (2, 25), (25, 50), (26, 18), (7, 57)]"
41,0,41,19,"[(0, 38), (4, 25), (10, 36), (17, 59), (3, 27), (7, 15), (18, 42), (17, 48), (6, 25), (3, 41), (4, 11), (10, 23), (3, 60), (10, 41), (36, 30), (4, 57), (16, 34), (10, 26), (21, 44)]"
42,0,42,22,"[(0, 18), (5, 22), (5, 29), (22, 46), (3, 58), (33, 49), (9, 57), (14, 48), (1, 18), (2, 31), (33, 56), (21, 58), (11, 29), (6, 45), (19, 28), (10, 18), (2, 30), (2, 50), (1, 56), (13, 73), (7, 59), (3, 38)]"
43,0,43,19,"[(5, 65), (10, 49), (11, 41), (20, 3), (3, 45), (17, 12), (30, 41), (28, 28), (36, 29), (23, 39), (30, 43), (21, 60), (0, 56), (1, 32), (18, 46), (2, 42), (13, 53), (7, 30), (1, 48)]"
44,0,44,22,"[(1, 50), (15, 35), (23, 46), (6, 51), (6, 24), (15, 48), (0, 57), (7, 45), (6, 35), (7, 54), (27, 55), (2, 46), (6, 57), (17, 44), (8, 32), (8, 27), (12, 68), (30, 36), (7, 34), (20, 24), (21, 44), (16, 26)]"
45,0,45,30,"[(9, 82), (33, 43), (24, 49), (10, 57), (7, 54), (2, 37), (1, 52), (25, 33), (10, 27), (7, 39), (17, 44), (1, 49), (2, 55), (3, 26), (6, 30), (9, 57), (14, 32), (4, 30), (4, 40), (12, 51), (33, 26), (0, 53), (26, 46), (20, 33), (6, 63), (28, 49), (16, 48), (15, 49), (16, 64), (8, 38)]"
46,0,46,22,"[(9, 51), (22, 43), (6, 58), (0, 60), (16, 63), (24, 47), (21, 33), (15, 67), (10, 61), (16, 29), (8, 68), (0, 54), (18, 23), (15, 50), (7, 22), (6, 43), (2, 44), (25, 31), (32, 58), (4, 43), (7, 43), (16, 85)]"
47,0,47,29,"[(0, 34), (3, 36), (9, 49), (21, 63), (20, 26), (20, 41), (20, 63), (12, 40), (11, 38), (5, 70), (5, 45), (19, 63), (31, 40), (6, 54), (10, 58), (21, 55), (21, 69), (3, 35), (10, 61), (8, 42), (14, 63), (11, 24), (19, 43), (25, 52), (1, 28), (6, 62), (32, 7), (7, 37), (15, 44)]"
48,0,48,48,"[(0, 39), (27, 38), (5, 58), (22, 64), (3, 40), (13, 70), (2, 49), (14, 37), (12, 56), (6, 70), (39, 32), (18, 51), (8, 71), (2, 73), (13, 41), (12, 40), (10, 73), (3, 44), (1, 18), (9, 58), (15, 56), (0, 56), (7, 28), (7, 68), (38, 33), (8, 60), (17, 58), (2, 43), (1, 51), (10, 22), (9, 51), (11, 50), (19, 32), (18, 39), (4, 33), (5, 72), (12, 45), (2, 31), (15, 34), (11, 69), (17, 30), (21, 51), (3, 32), (2, 47), (55, 30), (9, 70), (12, 47), (1, 54)]"
49,0,49,19,"[(3, 73), (21, 64), (0, 52), (14, 39), (7, 26), (19, 55), (11, 65), (19, 52), (16, 44), (10, 66), (15, 23), (4, 70), (18, 57), (18, 41), (14, 40), (22, 35), (17, 62), (6, 47), (1, 49)]"
50,0,50,18,"[(16, 70), (10, 70), (15, 89), (21, 53), (21, 75), (1, 51), (14, 66), (19, 64), (17, 97), (6, 41), (14, 63), (24, 36), (21, 62), (8, 71), (10, 49), (12, 56), (12, 60), (19, 31)]"
51,0,51,18,"[(0, 70), (9, 61), (9, 59), (30, 52), (5, 61), (16, 56), (1, 52), (21, 20), (14, 35), (36, 69), (0, 76), (4, 73), (7, 46), (25, 45), (9, 50), (11, 71), (12, 50), (7, 32)]"
52,0,52,30,"[(0, 49), (8, 73), (17, 58), (10, 43), (4, 65), (5, 76), (8, 40), (11, 41), (8, 49), (2, 43), (7, 48), (7, 77), (2, 54), (11, 47), (16, 44), (8, 51), (13, 56), (11, 26), (6, 64), (5, 33), (7, 73), (5, 51), (28, 60), (16, 53), (18, 57), (12, 71), (3, 48), (13, 50), (2, 40), (0, 74)]"
53,0,53,40,"[(0, 45), (12, 50), (14, 60), (14, 52), (0, 65), (21, 50), (4, 71), (11, 53), (2, 41), (14, 48), (11, 15), (3, 45), (13, 22), (7, 62), (9, 38), (5, 37), (5, 57), (8, 40), (3, 75), (3, 47), (28, 52), (8, 42), (5, 43), (36, 14), (9, 73), (6, 64), (0, 66), (17, 61), (15, 49), (20, 25), (1, 68), (17, 53), (30, 66), (28, 51), (19, 40), (6, 52), (12, 52), (5, 38), (11, 63), (46, 59)]"
54,0,54,18,"[(0, 46), (19, 54), (5, 50), (17, 77), (12, 62), (1, 77), (28, 31), (0, 67), (9, 64), (5, 58), (3, 46), (17, 27), (9, 73), (11, 56), (4, 35), (17, 73), (4, 68), (8, 49)]"
55,0,55,22,"[(9, 62), (9, 65), (19, 49), (14, 25), (7, 78), (30, 48), (23, 63), (7, 45), (11, 68), (14, 64), (4, 57), (5, 52), (10, 56), (17, 48), (10, 48), (3, 92), (3, 65), (5, 35), (12, 63), (31, 93), (0, 72), (4, 55)]"
56,0,56,19,"[(0, 43), (0, 48), (2, 88), (11, 36), (56, 55), (8, 56), (6, 39), (6, 51), (10, 44), (22, 59), (4, 74), (24, 37), (13, 42), (23, 34), (0, 59), (14, 70), (10, 67), (13, 85), (16, 50)]"
57,0,57,23,"[(0, 44), (19, 51), (6, 74), (12, 58), (4, 52), (26, 33), (2, 69), (0, 87), (2, 52), (13, 67), (48, 64), (2, 34), (18, 48), (31, 70), (6, 57), (5, 65), (27, 55), (10, 35), (8, 62), (9, 80), (7, 72), (11, 72), (31, 26)]"
58,0,58,22,"[(13, 70), (9, 68), (0, 60), (14, 51), (2, 41), (17, 41), (8, 38), (2, 60), (14, 61), (14, 60), (10, 28), (13, 50), (4, 62), (9, 43), (7, 38), (4, 21), (5, 57), (27, 68), (5, 63), (0, 66), (22, 59), (6, 61)]"
59,0,59,48,"[(0, 56), (6, 63), (26, 80), (29, 68), (15, 33), (3, 83), (24, 44), (14, 55), (4, 44), (21, 80), (2, 47), (17, 49), (17, 71), (1, 55), (3, 64), (19, 52), (15, 43), (10, 52), (10, 49), (26, 53), (4, 68), (14, 92), (11, 63), (9, 42), (25, 30), (41, 55), (9, 68), (11, 68), (5, 67), (22, 58), (9, 47), (5, 68), (14, 56), (3, 35), (5, 47), (8, 57), (4, 75), (4, 46), (3, 52), (4, 48), (9, 64), (2, 67), (6, 60), (7, 48), (6, 41), (5, 48), (2, 68), (10, 60)]"
60,0,60,44,"[(0, 46), (0, 58), (7, 57), (1, 47), (27, 34), (6, 75), (24, 79), (21, 50), (15, 49), (8, 69), (14, 53), (14, 55), (8, 45), (19, 42), (7, 66), (9, 78), (17, 53), (1, 59), (5, 90), (8, 82), (15, 42), (11, 56), (19, 57), (20, 81), (20, 74), (12, 60), (3, 62), (8, 72), (5, 50), (2, 72), (12, 65), (35, 60), (9, 57), (8, 51), (7, 55), (12, 83), (17, 54), (14, 85), (14, 66), (12, 77), (8, 73), (9, 52), (10, 46), (4, 39)]"
61,0,61,18,"[(6, 68), (25, 63), (11, 86), (20, 65), (8, 53), (16, 51), (17, 58), (19, 70), (14, 90), (4, 87), (7, 47), (13, 63), (8, 37), (18, 64), (7, 73), (11, 51), (0, 65), (10, 42)]"
62,0,62,18,"[(0, 24), (30, 30), (1, 45), (15, 91), (10, 57), (8, 48), (35, 90), (17, 57), (17, 63), (10, 69), (1, 59), (6, 78), (10, 78), (7, 57), (4, 95), (13, 74), (16, 59), (18, 38)]"
63,0,63,19,"[(14, 71), (25, 67), (26, 62), (19, 54), (24, 89), (23, 79), (4, 82), (15, 57), (17, 52), (5, 51), (6, 75), (67, 54), (24, 63), (14, 79), (2, 85), (7, 70), (20, 66), (18, 65), (12, 75)]"
64,0,64,18,"[(0, 18), (13, 68), (10, 48), (25, 68), (17, 44), (3, 57), (18, 82), (26, 71), (7, 63), (4, 74), (6, 87), (7, 74), (21, 57), (11, 63), (24, 54), (2, 57), (4, 94), (14, 54)]"
65,0,65,24,"[(0, 53), (0, 61), (22, 55), (4, 78), (9, 62), (5, 80), (28, 41), (5, 68), (2, 78), (2, 75), (19, 97), (8, 64), (20, 82), (23, 80), (11, 61), (9, 85), (6, 56), (50, 68), (6, 75), (10, 54), (5, 57), (5, 77), (1, 60), (14, 55)]"
66,0,66,33,"[(0, 53), (0, 58), (10, 77), (10, 47), (15, 84), (11, 63), (17, 70), (13, 61), (5, 69), (12, 45), (18, 82), (29, 63), (12, 67), (36, 54), (22, 66), (3, 90), (7, 57), (7, 83), (15, 64), (24, 79), (4, 58), (6, 68), (25, 69), (0, 71), (17, 97), (9, 42), (11, 43), (4, 85), (10, 82), (25, 83), (4, 60), (4, 54), (22, 75)]"
67,0,67,44,"[(0, 54), (2, 67), (2, 84), (24, 47), (14, 52), (9, 69), (9, 82), (16, 68), (14, 56), (4, 89), (15, 74), (9, 62), (15, 71), (8, 87), (11, 84), (8, 97), (23, 57), (11, 64), (5, 81), (18, 78), (15, 78), (19, 58), (14, 69), (22, 53), (12, 66), (12, 84), (9, 81), (19, 81), (17, 55), (12, 70), (15, 50), (19, 70), (16, 60), (9, 77), (11, 79), (7, 54), (19, 54), (9, 44), (6, 72), (7, 65), (4, 48), (5, 48), (9, 49), (1, 88)]"
68,0,68,35,"[(17, 52), (2, 57), (20, 73), (2, 83), (20, 83), (2, 82), (10, 82), (4, 49), (2, 78), (25, 68), (4, 62), (1, 77), (4, 60), (9, 76), (4, 51), (35, 54), (0, 74), (21, 63), (0, 88), (7, 55), (8, 98), (11, 61), (3, 75), (1, 71), (30, 64), (6, 64), (6, 84), (20, 63), (5, 81), (7, 51), (26, 53), (29, 58), (10, 66), (19, 66), (9, 86)]"
69,0,69,25,"[(19, 55), (5, 78), (3, 62), (10, 75), (4, 68), (8, 92), (3, 63), (11, 75), (4, 83), (42, 81), (22, 51), (67, 18), (5, 70), (24, 79), (4, 53), (13, 57), (3, 57), (16, 81), (20, 54), (4, 74), (13, 48), (5, 57), (2, 69), (8, 64), (2, 79)]"
70,0,70,19,"[(0, 51), (0, 90), (12, 77), (3, 81), (1, 64), (7, 70), (7, 77), (21, 63), (5, 77), (18, 63), (39, 92), (19, 57), (12, 64), (18, 73), (10, 68), (3, 59), (4, 89), (6, 76), (0, 72)]"
71,0,71,38,"[(0, 8), (0, 66), (4, 62), (22, 76), (30, 88), (7, 64), (1, 91), (7, 73), (22, 60), (29, 77), (23, 74), (5, 75), (8, 76), (3, 76), (17, 80), (3, 75), (10, 56), (1, 72), (13, 79), (16, 65), (7, 62), (15, 79), (9, 58), (3, 62), (16, 68), (1, 65), (11, 79), (12, 99), (3, 71), (8, 89), (8, 48), (11, 86), (9, 88), (20, 82), (7, 49), (12, 56), (9, 67), (6, 42)]"
72,0,72,27,"[(0, 55), (0, 70), (1, 76), (14, 77), (47, 47), (16, 86), (2, 81), (22, 62), (11, 97), (2, 72), (11, 78), (22, 77), (9, 68), (16, 65), (33, 61), (11, 58), (31, 81), (21, 78), (10, 73), (8, 72), (10, 66), (6, 66), (13, 96), (7, 71), (8, 86), (8, 62), (19, 74)]"
73,0,73,20,"[(5, 49), (8, 66), (10, 82), (0, 77), (1, 67), (12, 94), (1, 72), (3, 86), (23, 72), (15, 85), (8, 54), (2, 57), (15, 58), (15, 57), (7, 74), (12, 75), (23, 73), (24, 61), (24, 48), (7, 66)]"
74,0,74,46,"[(0, 52), (0, 68), (18, 74), (2, 44), (15, 81), (53, 76), (20, 61), (20, 58), (14, 85), (16, 75), (0, 86), (6, 98), (15, 85), (15, 90), (3, 85), (45, 89), (18, 50), (2, 95), (17, 64), (22, 75), (48, 98), (4, 89), (7, 58), (12, 84), (7, 52), (12, 77), (8, 66), (9, 74), (20, 83), (4, 82), (13, 87), (1, 57), (5, 76), (25, 79), (0, 84), (27, 70), (10, 78), (4, 70), (8, 93), (3, 58), (7, 91), (12, 42), (6, 89), (14, 97), (11, 63), (5, 79)]"
75,0,75,18,"[(10, 70), (5, 90), (14, 86), (15, 60), (30, 86), (18, 84), (7, 72), (5, 58), (8, 65), (4, 87), (2, 56), (26, 33), (7, 88), (1, 83), (19, 75), (6, 42), (4, 73), (7, 65)]"
76,0,76,25,"[(0, 51), (23, 50), (9, 70), (8, 60), (4, 49), (5, 82), (11, 78), (23, 73), (13, 59), (12, 45), (8, 92), (7, 64), (22, 74), (1, 63), (13, 65), (16, 59), (8, 66), (2, 99), (6, 98), (17, 81), (5, 76), (2, 70), (34, 85), (18, 75), (15, 50)]"
77,0,77,26,"[(0, 73), (19, 64), (7, 34), (16, 82), (8, 72), (11, 50), (15, 51), (24, 80), (2, 77), (2, 60), (1, 81), (11, 42), (22, 81), (6, 75), (1, 69), (7, 72), (4, 66), (19, 80), (4, 85), (25, 78), (2, 78), (5, 75), (5, 62), (12, 37), (14, 93), (4, 97)]"
78,0,78,20,"[(13, 99), (15, 87), (4, 72), (15, 81), (34, 69), (21, 54), (5, 64), (6, 74), (34, 73), (16, 96), (4, 44), (9, 94), (4, 84), (11, 77), (7, 54), (2, 85), (25, 68), (3, 81), (7, 88), (8, 68)]"
79,0,79,19,"[(12, 86), (21, 65), (15, 85), (2, 71), (22, 67), (4, 91), (18, 76), (15, 60), (21, 79), (4, 89), (41, 78), (5, 68), (5, 81), (12, 78), (8, 66), (17, 71), (5, 59), (8, 80), (22, 65)]"
80,0,80,30,"[(0, 88), (26, 80), (7, 80), (7, 97), (11, 66), (14, 62), (3, 90), (23, 81), (1, 89), (2, 88), (5, 85), (3, 84), (7, 62), (2, 97), (42, 79), (40, 92), (2, 72), (10, 80), (5, 88), (13, 80), (16, 78), (27, 60), (18, 74), (6, 89), (7, 87), (2, 80), (18, 81), (8, 69), (13, 83), (4, 76)]"
